ID,Transaction,Time,Item -code ,NumberOfItemsPurchased,CostPerItem,CITY
1819,1887,Sat Jan 12 08:21:00 IST 2019,385,12,2.7,Ras Al Khaimah
410,1883,Fri Jan 04 10:47:00 IST 2019,515,75,0.58,Ras Al Khaimah
1956,1882,Sun Dec 30 10:49:00 IST 2018,204,36,1.73,Ajman
1607,2053,Mon Aug 13 13:18:00 IST 2018,324,6,3.4,Ras Al Khaimah
413,1838,Wed Jan 23 08:07:00 IST 2019,603,12,2.7,Ras Al Khaimah
832,1812,Sun Oct 07 09:57:00 IST 2018,648,3,23.4,Ras Al Khaimah
311,2053,Mon Aug 27 07:30:00 IST 2018,319,288,1,Ras Al Khaimah
441,2098,Wed Sep 26 12:27:00 IST 2018,481,84,3.4,Ras Al Khaimah
929,1929,Mon Oct 01 09:55:00 IST 2018,389,36,0.58,Ras Al Khaimah
1880,1962,Sun Feb 03 11:43:00 IST 2019,217,3,3.4,Ras Al Khaimah
452,1772,Fri Dec 14 08:05:00 IST 2018,256,9,2.28,Ras Al Khaimah
1929,2015,Sun Feb 03 06:41:00 IST 2019,699,6,5.7,Ras Al Khaimah
816,1780,Mon Oct 15 07:45:00 IST 2018,548,3,10.98,Ras Al Khaimah
404,1772,Mon Jan 14 11:15:00 IST 2019,464,9,0,Ras Al Khaimah
1748,2013,Mon Dec 24 08:24:00 IST 2018,339,144,2.01,Ras Al Khaimah
774,1794,Sun Jul 15 08:17:00 IST 2018,523,12,4.55,Ras Al Khaimah
303,2081,Mon Jul 23 10:37:00 IST 2018,360,36,2.01,Dubai
489,1889,Sat May 05 11:20:00 IST 2018,242,36,0.58,Ras Al Khaimah
1723,1810,Tue Apr 24 08:21:00 IST 2018,375,3,49.62,Ras Al Khaimah
357,2083,Wed Oct 24 12:30:00 IST 2018,561,6,10.3,Ras Al Khaimah
278,1835,Sat Feb 24 11:05:00 IST 2018,227,-3,15.12,Ras Al Khaimah
1735,2051,Sun Sep 30 08:26:00 IST 2018,382,-3,2.88,Dubai
421,1989,Tue Dec 18 12:08:00 IST 2018,498,3,14.9,Ras Al Khaimah
1907,1961,Mon Oct 01 10:55:00 IST 2018,618,9,11.39,Ras Al Khaimah
858,1856,Sun Dec 09 08:52:00 IST 2018,381,3,2.9,Ras Al Khaimah
1374,1996,Sat Apr 21 07:56:00 IST 2018,674,3,2.7,Ras Al Khaimah
418,1909,Tue Sep 11 08:23:00 IST 2018,261,6,8.22,Ras Al Khaimah
765,1939,Sun Jul 15 12:49:00 IST 2018,414,9,5.18,Ras Al Khaimah
1044,2074,Sat Dec 22 06:57:00 IST 2018,432,60,2.28,Ras Al Khaimah
1477,1929,Tue Sep 18 10:30:00 IST 2018,281,36,1.73,Ras Al Khaimah
1247,1855,Sat Apr 14 08:16:00 IST 2018,223,18,0.76,Ras Al Khaimah
764,1909,Fri Jul 20 12:10:00 IST 2018,290,72,0.76,Umm Al Quwain
767,2009,Mon Oct 08 08:45:00 IST 2018,306,3,4.08,Ras Al Khaimah
1263,1967,Sat Nov 24 11:19:00 IST 2018,649,36,2.7,Ras Al Khaimah
1292,2035,Mon Dec 10 08:20:00 IST 2018,628,36,1.73,Umm Al Quwain
1937,1788,Sat Nov 24 12:12:00 IST 2018,275,72,0.76,Ras Al Khaimah
1235,1896,Tue May 22 09:28:00 IST 2018,343,18,10.98,Ras Al Khaimah
1480,2099,Sat Jun 30 06:21:00 IST 2018,218,3,11.73,Ras Al Khaimah
351,1930,Sat Sep 01 09:27:00 IST 2018,478,36,0.9,Ajman
1874,1953,Mon Dec 31 04:20:00 IST 2018,605,6,11.39,Dubai
286,2072,Mon Mar 26 11:01:00 IST 2018,658,3,11.69,Ras Al Khaimah
951,1987,Sat Nov 17 05:38:00 IST 2018,475,36,1.15,Ras Al Khaimah
669,1789,Sat Sep 29 11:49:00 IST 2018,288,15,6.84,Ras Al Khaimah
704,1930,Sat Sep 01 05:04:00 IST 2018,580,75,0.58,Ajman
426,1925,Sat May 19 09:35:00 IST 2018,310,-15,15.12,Ras Al Khaimah
930,1826,Mon Jan 28 11:23:00 IST 2019,249,18,14.9,Ras Al Khaimah
842,1959,Sat Feb 17 08:55:00 IST 2018,524,3,4.08,Ras Al Khaimah
1611,1999,Sun Feb 03 05:42:00 IST 2019,219,12,5.18,Ras Al Khaimah
1601,1934,Sat Jan 12 08:25:00 IST 2019,381,72,0.76,Ajman
1939,2072,Fri Oct 19 08:05:00 IST 2018,505,9,1.73,Ras Al Khaimah
851,2021,Wed Jun 13 09:22:00 IST 2018,288,36,1.73,Ras Al Khaimah
1383,1902,Tue Nov 06 05:55:00 IST 2018,471,36,0.58,Umm Al Quwain
1659,2069,Sat Sep 15 12:18:00 IST 2018,246,3,1.15,Ras Al Khaimah
1300,1774,Tue Feb 05 12:59:00 IST 2019,215,18,0.41,Ras Al Khaimah
247,2060,Sat Apr 14 05:48:00 IST 2018,383,9,5.7,Ras Al Khaimah
858,2008,Mon May 14 10:16:00 IST 2018,630,36,1.18,Ras Al Khaimah
895,2032,Sat Dec 22 13:12:00 IST 2018,473,6,14.9,Ras Al Khaimah
586,1896,Tue Oct 16 12:32:00 IST 2018,482,3,11.45,Ras Al Khaimah
307,2037,Sat Nov 03 09:30:00 IST 2018,208,6,0.41,Ras Al Khaimah
1361,2038,Tue Oct 23 06:14:00 IST 2018,581,3,9.15,Ras Al Khaimah
1162,2067,Tue May 01 08:43:00 IST 2018,263,36,2.56,Ras Al Khaimah
753,2095,Sat Apr 07 05:52:00 IST 2018,431,18,2.06,Ras Al Khaimah
592,1860,Wed Oct 31 07:15:00 IST 2018,563,3,1.73,Ras Al Khaimah
204,1933,Sat Oct 20 11:42:00 IST 2018,616,3,5.7,Ras Al Khaimah
267,1773,Sun Jan 27 07:21:00 IST 2019,216,36,1.73,Ras Al Khaimah
559,1831,Wed May 30 10:20:00 IST 2018,375,36,1.18,Dubai
1398,2025,Tue Sep 18 12:30:00 IST 2018,526,6,4.55,Ras Al Khaimah
1519,1927,Wed Sep 12 11:22:00 IST 2018,399,3,4.08,Ras Al Khaimah
475,2003,Mon Sep 17 12:03:00 IST 2018,433,18,2.28,Ras Al Khaimah
745,1919,Wed Jan 30 09:18:00 IST 2019,697,12,5.18,Ras Al Khaimah
584,1823,Sun Apr 08 11:36:00 IST 2018,658,75,0.58,Ras Al Khaimah
1360,2006,Sat Jan 26 11:37:00 IST 2019,298,18,2.9,Umm Al Quwain
376,1839,Fri Sep 28 07:50:00 IST 2018,403,9,6.84,Ras Al Khaimah
1542,1984,Mon Nov 26 11:54:00 IST 2018,667,15,3.4,Ras Al Khaimah
948,2066,Mon Apr 23 09:00:00 IST 2018,397,3,6.85,Ras Al Khaimah
1379,1922,Sat Jul 28 04:16:00 IST 2018,318,36,6.84,Umm Al Quwain
591,2008,Tue Oct 16 12:38:00 IST 2018,318,3,6.85,Ras Al Khaimah
875,1908,Wed Jan 16 11:08:00 IST 2019,341,6,5.18,Ras Al Khaimah
1806,1818,Mon May 07 07:10:00 IST 2018,314,3,5.7,Ras Al Khaimah
995,1915,Wed Feb 14 10:35:00 IST 2018,389,3,23.4,Ras Al Khaimah
1753,1873,Sat Feb 09 08:38:00 IST 2019,550,60,2.28,Ras Al Khaimah
754,1837,Fri Jul 20 07:37:00 IST 2018,216,84,0.29,Umm Al Quwain
829,1987,Sun Dec 02 06:12:00 IST 2018,248,2232,2.05,Ras Al Khaimah
643,1822,Wed Jun 13 09:22:00 IST 2018,646,36,3.52,Ras Al Khaimah
1536,1782,Tue Feb 13 08:09:00 IST 2018,646,12,17.6,Ras Al Khaimah
317,1865,Sat Nov 03 11:05:00 IST 2018,660,18,4.08,Ras Al Khaimah
1425,1825,Tue Jan 22 06:32:00 IST 2019,363,360,2.56,Ajman
846,2057,Fri Aug 17 11:46:00 IST 2018,370,9,2.28,Ras Al Khaimah
1975,2042,Mon Feb 19 07:31:00 IST 2018,363,30,1.73,Ras Al Khaimah
1864,1991,Tue Feb 05 05:21:00 IST 2019,495,3,16.05,Ras Al Khaimah
1948,1985,Mon Sep 24 11:04:00 IST 2018,586,18,2.28,Ras Al Khaimah
436,2061,Wed Apr 04 13:09:00 IST 2018,600,9,2.25,Ras Al Khaimah
1153,2057,Sat Jun 30 09:49:00 IST 2018,514,3,3.4,Ras Al Khaimah
1395,1862,Fri Jan 11 08:14:00 IST 2019,521,9,1.73,Ras Al Khaimah
288,1857,Wed Nov 14 05:38:00 IST 2018,421,3,28.7,Ras Al Khaimah
1531,2097,Tue Feb 19 05:20:00 IST 2019,447,3,3.4,Ras Al Khaimah
829,2015,Fri Oct 05 07:45:00 IST 2018,551,12,0.41,Ras Al Khaimah
946,1781,Tue Jun 12 08:08:00 IST 2018,278,6,2.06,Ras Al Khaimah
611,1902,Sat Jun 30 09:52:00 IST 2018,208,3,21.8,Ras Al Khaimah
1521,1846,Wed Oct 03 09:59:00 IST 2018,245,60,2.28,Dubai
570,1771,Sun Oct 07 10:27:00 IST 2018,254,6,1.73,Ras Al Khaimah
1310,1816,Mon Feb 04 07:51:00 IST 2019,575,30,1.1,Ras Al Khaimah
777,1879,Sat Dec 22 05:56:00 IST 2018,331,36,4.08,Ras Al Khaimah
1776,2087,Fri May 18 08:46:00 IST 2018,372,6,2.88,Ras Al Khaimah
1430,1907,Tue Oct 16 14:06:00 IST 2018,494,1080,2.01,Ras Al Khaimah
646,1996,Tue Aug 28 11:08:00 IST 2018,666,72,0.41,Ras Al Khaimah
1860,1946,Mon Feb 04 07:47:00 IST 2019,359,3,2.88,Ras Al Khaimah
1353,1974,Wed May 16 05:05:00 IST 2018,542,216,2.34,Ras Al Khaimah
472,1918,Wed Jun 20 05:54:00 IST 2018,686,24,1.18,Dubai
1369,2065,Sun Feb 03 11:43:00 IST 2019,417,3,2.25,Ras Al Khaimah
641,1972,Fri May 18 07:50:00 IST 2018,680,3,23.4,Ras Al Khaimah
1114,2026,Fri Feb 23 07:44:00 IST 2018,459,180,2.28,Ajman
1696,1982,Sat Oct 27 09:46:00 IST 2018,617,12,5.18,Ras Al Khaimah
1486,1984,Mon Feb 11 04:17:00 IST 2019,636,36,2.28,Ras Al Khaimah
1451,1900,Wed Dec 05 11:21:00 IST 2018,275,72,0.76,Ras Al Khaimah
929,1959,Mon Sep 03 07:35:00 IST 2018,269,75,0.58,Ras Al Khaimah
1697,1902,Tue Apr 03 08:16:00 IST 2018,253,3,2.7,Ras Al Khaimah
274,1773,Sat Dec 01 07:49:00 IST 2018,342,6,1.18,Ras Al Khaimah
1261,1894,Sun Oct 28 07:50:00 IST 2018,370,72,2.9,Ras Al Khaimah
727,1953,Mon Jul 23 10:25:00 IST 2018,418,3,10.98,Ras Al Khaimah
427,1954,Wed Feb 28 07:23:00 IST 2018,404,30,2.7,Umm Al Quwain
1986,1833,Fri Apr 27 08:17:00 IST 2018,309,36,1.73,Ras Al Khaimah
878,1827,Tue Sep 04 11:30:00 IST 2018,629,3,5.7,Ras Al Khaimah
1651,1886,Sun Oct 07 07:52:00 IST 2018,658,-30,0,Ras Al Khaimah
1196,1950,Wed Apr 18 06:31:00 IST 2018,520,3,1.18,Ajman
444,2094,Sat May 19 13:14:00 IST 2018,427,3,3.4,Ras Al Khaimah
1490,2005,Mon Apr 02 11:08:00 IST 2018,412,3,11.45,Ras Al Khaimah
709,1846,Wed Feb 14 08:11:00 IST 2018,354,6,5.87,Ras Al Khaimah
1923,1862,Fri Oct 12 11:00:00 IST 2018,624,3,0.58,Ras Al Khaimah
1684,1832,Sat Jan 05 13:03:00 IST 2019,349,3,5.7,Ras Al Khaimah
1046,2069,Mon Jan 21 12:14:00 IST 2019,238,3,2.25,Ras Al Khaimah
1583,1789,Wed Oct 03 05:20:00 IST 2018,319,3,3.4,Ras Al Khaimah
905,2073,Sun Jun 24 12:28:00 IST 2018,679,3,2.28,Ras Al Khaimah
710,1785,Wed Jan 16 11:18:00 IST 2019,590,36,0.54,Umm Al Quwain
253,1775,Tue Dec 18 14:47:00 IST 2018,603,6,3.99,Ras Al Khaimah
1251,1896,Tue Dec 04 15:54:00 IST 2018,457,9,2.9,Ras Al Khaimah
939,2008,Fri Aug 03 07:06:00 IST 2018,381,48,1.15,Ras Al Khaimah
304,1968,Wed Jan 09 10:51:00 IST 2019,292,3,5.18,Ajman
605,2004,Wed Aug 01 06:32:00 IST 2018,518,3,4.08,Ras Al Khaimah
521,1836,Tue Jan 22 08:37:00 IST 2019,377,3,0.58,Ras Al Khaimah
857,2023,Sun Sep 02 05:18:00 IST 2018,511,3,5.18,Ras Al Khaimah
1494,1795,Sun Apr 15 08:25:00 IST 2018,296,6,1.32,Ras Al Khaimah
907,2068,Fri Feb 15 11:19:00 IST 2019,367,6,0.54,Ras Al Khaimah
882,2034,Sat Jun 30 07:13:00 IST 2018,633,9,4.08,Ras Al Khaimah
474,2031,Fri Nov 23 10:58:00 IST 2018,235,36,2.9,Ras Al Khaimah
929,1855,Sat May 12 06:15:00 IST 2018,509,3,2.25,Ras Al Khaimah
1620,2078,Sat Nov 24 11:40:00 IST 2018,470,9,1.73,Ras Al Khaimah
713,1777,Tue Feb 05 06:42:00 IST 2019,386,36,2.28,Ras Al Khaimah
1917,1981,Sat Feb 02 06:02:00 IST 2019,313,36,1.73,Umm Al Quwain
767,2005,Mon Mar 26 09:16:00 IST 2018,536,3,4.08,Ras Al Khaimah
1220,1803,Sat Apr 28 08:32:00 IST 2018,258,3,2.25,Ras Al Khaimah
1109,1833,Fri Nov 30 11:41:00 IST 2018,270,12,1.15,Ras Al Khaimah
1906,1804,Sun Dec 16 10:33:00 IST 2018,620,3,2.28,Ras Al Khaimah
285,2023,Mon Feb 12 07:21:00 IST 2018,292,3,5.87,Ras Al Khaimah
1274,1961,Sat Jan 12 10:09:00 IST 2019,295,3,10.3,Ras Al Khaimah
810,1833,Sun Jun 24 07:58:00 IST 2018,262,9,2.28,Ras Al Khaimah
914,1820,Sun Jun 10 09:42:00 IST 2018,318,6,6.85,Ras Al Khaimah
1028,1772,Tue Aug 28 09:50:00 IST 2018,578,72,1.73,Ras Al Khaimah
2000,1826,Sun Nov 25 12:27:00 IST 2018,401,6,3.52,Ras Al Khaimah
378,1861,Sun Nov 25 06:25:00 IST 2018,565,36,2.28,Ras Al Khaimah
1730,2046,Sun Dec 16 10:42:00 IST 2018,514,3,1.18,Ras Al Khaimah
1721,2056,Tue Jun 12 10:33:00 IST 2018,439,12,5.7,Ras Al Khaimah
1938,1845,Mon Feb 11 10:52:00 IST 2019,549,24,2.88,Ras Al Khaimah
221,1974,Fri Feb 16 07:40:00 IST 2018,235,3,1.73,Ras Al Khaimah
851,1791,Sun Feb 03 11:41:00 IST 2019,413,6,17.2,Ras Al Khaimah
639,1857,Wed Nov 28 09:53:00 IST 2018,340,6,2.88,Ras Al Khaimah
400,1878,Sun May 06 07:58:00 IST 2018,301,72,2.01,Ras Al Khaimah
257,1818,Mon Jul 16 11:37:00 IST 2018,453,144,0.54,Ras Al Khaimah
1617,2095,Sat Jun 23 06:59:00 IST 2018,238,576,1.47,Ras Al Khaimah
1359,1973,Tue Jul 31 12:32:00 IST 2018,526,3,1.1,Ras Al Khaimah
926,1981,Mon Oct 01 12:12:00 IST 2018,376,6,1.73,Ras Al Khaimah
1619,2001,Sat Dec 29 11:27:00 IST 2018,693,9,0.87,Ras Al Khaimah
1935,2042,Wed Feb 13 09:35:00 IST 2019,651,21,1.18,Ras Al Khaimah
836,1801,Wed Jan 23 09:06:00 IST 2019,255,3,0.58,Ras Al Khaimah
343,1892,Wed Jan 16 08:05:00 IST 2019,369,-36,2.01,Ras Al Khaimah
1614,2051,Tue Jun 19 07:59:00 IST 2018,632,12,2.06,Ras Al Khaimah
247,2080,Wed Feb 21 10:53:00 IST 2018,390,36,1.18,Ras Al Khaimah
938,2038,Mon Apr 02 08:38:00 IST 2018,436,6,7.53,Ras Al Khaimah
829,1898,Tue May 08 14:07:00 IST 2018,605,3,3.4,Ras Al Khaimah
1697,1803,Sun Jun 17 11:00:00 IST 2018,373,18,1.73,Ras Al Khaimah
1666,1940,Sun Sep 16 13:09:00 IST 2018,611,99,0.58,Ras Al Khaimah
1672,1855,Mon Jun 18 11:47:00 IST 2018,694,30,2.28,Ras Al Khaimah
1727,1875,Fri Sep 14 06:47:00 IST 2018,446,60,2.28,Ras Al Khaimah
1239,1919,Sat Jan 12 09:35:00 IST 2019,513,9,5.73,Ras Al Khaimah
1507,1972,Wed Oct 17 12:34:00 IST 2018,303,3,1.73,Ras Al Khaimah
778,1814,Mon Jan 07 09:01:00 IST 2019,675,6,0.76,Ras Al Khaimah
1126,1921,Mon Sep 03 08:24:00 IST 2018,418,3,2.28,Ras Al Khaimah
1848,1881,Mon Feb 12 07:33:00 IST 2018,486,12,9.6,Ras Al Khaimah
450,2078,Fri Jun 08 10:28:00 IST 2018,557,9,1.73,Ras Al Khaimah
1656,1860,Mon Dec 03 11:24:00 IST 2018,579,3,10.3,Ras Al Khaimah
989,1872,Sun Jun 24 10:43:00 IST 2018,626,576,0.41,Ras Al Khaimah
710,2028,Fri Feb 18 11:33:00 IST 2018,605,3,15.21,Ras Al Khaimah
1365,1964,Sat Jan 19 11:07:00 IST 2019,252,9,1.15,Ras Al Khaimah
958,1993,Tue Jan 15 05:20:00 IST 2019,214,30,2.88,Ras Al Khaimah
435,1938,Sat Apr 07 06:56:00 IST 2018,364,108,1.47,Ras Al Khaimah
236,2073,Sat Sep 22 12:21:00 IST 2018,254,3,2.25,Ras Al Khaimah
1766,1974,Mon Sep 10 11:58:00 IST 2018,310,3,14.9,Ras Al Khaimah
1937,1961,Wed Aug 08 09:49:00 IST 2018,461,18,2.9,Umm Al Quwain
1420,1950,Tue Feb 27 08:15:00 IST 2018,312,36,2.9,Ras Al Khaimah
497,1891,Sun Jul 08 13:26:00 IST 2018,435,-12,4.08,Ras Al Khaimah
527,1927,Sat Jun 30 11:16:00 IST 2018,671,3,5.7,Ras Al Khaimah
376,1826,Tue Dec 04 05:53:00 IST 2018,342,18,4.08,Ras Al Khaimah
207,1917,Tue Dec 04 11:40:00 IST 2018,458,18,3.44,Ras Al Khaimah
651,1902,Sun Sep 09 12:02:00 IST 2018,374,18,5.73,Ras Al Khaimah
1528,2043,Tue Oct 23 11:24:00 IST 2018,540,24,5.46,Ras Al Khaimah
850,1853,Fri Jan 04 07:42:00 IST 2019,588,6,1.73,Ras Al Khaimah
1591,1822,Sun Dec 23 10:52:00 IST 2018,283,30,1.73,Umm Al Quwain
1398,2095,Mon Jul 09 07:05:00 IST 2018,560,3,7.94,Ras Al Khaimah
364,1964,Mon May 14 12:26:00 IST 2018,254,36,1.73,Ras Al Khaimah
396,1936,Mon Feb 04 07:09:00 IST 2019,258,9,2.28,Ras Al Khaimah
640,2007,Tue Dec 04 13:19:00 IST 2018,632,144,0.41,Ras Al Khaimah
1152,1977,Mon Nov 19 11:34:00 IST 2018,333,144,2.01,Ras Al Khaimah
1492,1848,Mon Nov 05 10:23:00 IST 2018,310,6,2.01,Ras Al Khaimah
932,1861,Wed Dec 12 06:18:00 IST 2018,254,9,6.84,Ras Al Khaimah
245,2091,Tue Jan 22 08:37:00 IST 2019,645,3,8,Ras Al Khaimah
428,2014,Wed Dec 05 13:02:00 IST 2018,402,6,1.15,Ras Al Khaimah
1438,1786,Mon Feb 04 07:32:00 IST 2019,283,3,2.88,Ras Al Khaimah
753,1922,Tue Feb 20 10:49:00 IST 2018,214,36,2.28,Umm Al Quwain
1843,2068,Sun Apr 29 04:18:00 IST 2018,678,24,2.28,Ras Al Khaimah
281,2052,Tue Aug 14 05:04:00 IST 2018,586,3,17.25,Dubai
1244,1838,Sat Jan 05 10:10:00 IST 2019,345,60,0.58,Ras Al Khaimah
729,1851,Sat Feb 16 13:17:00 IST 2019,528,3,3.4,Ras Al Khaimah
1000,2002,Fri Jan 25 08:19:00 IST 2019,338,6,1.18,Ras Al Khaimah
1755,2040,Tue Aug 28 05:49:00 IST 2018,685,36,2.01,Ras Al Khaimah
631,1810,Mon Feb 04 08:20:00 IST 2019,604,12,2.88,Ras Al Khaimah
649,1970,Mon Sep 24 11:50:00 IST 2018,276,30,1.73,Ras Al Khaimah
1679,2015,Mon Jun 04 08:15:00 IST 2018,288,3,1.73,Ras Al Khaimah
451,1797,Fri Jan 25 10:53:00 IST 2019,577,9,0.58,Ras Al Khaimah
219,2016,Sun Feb 17 13:18:00 IST 2019,549,6,5.87,Ras Al Khaimah
380,1795,Wed Dec 05 05:26:00 IST 2018,337,6,9.32,Ras Al Khaimah
501,1810,Tue Mar 20 07:12:00 IST 2018,415,108,2.56,Dubai
606,1856,Sun Jan 27 10:48:00 IST 2019,538,9,1.73,Ras Al Khaimah
1534,1859,Tue Jan 08 10:27:00 IST 2019,567,-3,0.54,Ras Al Khaimah
474,1822,Mon Apr 02 12:18:00 IST 2018,280,3,4.08,Ras Al Khaimah
1641,1815,Sun May 06 08:57:00 IST 2018,567,-15,2.06,Ras Al Khaimah
1204,2024,Sat Dec 15 12:04:00 IST 2018,395,9,0.58,Ras Al Khaimah
1441,1912,Mon Nov 19 12:27:00 IST 2018,322,36,1.15,Ras Al Khaimah
1965,1982,Fri Feb 23 07:26:00 IST 2018,509,9,2.9,Ras Al Khaimah
1323,2046,Sat Feb 24 08:50:00 IST 2018,650,12,1.45,Ras Al Khaimah
652,1929,Wed Feb 28 12:59:00 IST 2018,364,3,5.81,Ras Al Khaimah
458,1822,Tue Jan 22 10:35:00 IST 2019,635,9,9.6,Ras Al Khaimah
621,1879,Sat Sep 01 13:09:00 IST 2018,590,300,2.48,Ras Al Khaimah
1591,1867,Sun Sep 30 08:39:00 IST 2018,283,36,2.9,Ras Al Khaimah
1152,2023,Mon Feb 26 09:24:00 IST 2018,311,6,6.84,Ras Al Khaimah
1736,1909,Wed Nov 14 09:41:00 IST 2018,224,3,2.88,Ras Al Khaimah
1530,1792,Fri Sep 28 08:32:00 IST 2018,462,9,2.28,Ras Al Khaimah
1449,2098,Tue Apr 03 11:42:00 IST 2018,284,12,10.98,Ras Al Khaimah
641,1883,Wed Jan 30 09:45:00 IST 2019,268,600,0.5,Ras Al Khaimah
1038,1935,Sun Dec 02 10:46:00 IST 2018,563,15,5.7,Ras Al Khaimah
273,2026,Tue Nov 20 07:27:00 IST 2018,370,36,2.7,Ajman
788,2096,Wed Jan 16 05:05:00 IST 2019,459,36,6.84,Ras Al Khaimah
921,1914,Mon Jun 25 08:09:00 IST 2018,266,3,1.73,Ras Al Khaimah
1249,2000,Sun Nov 25 05:43:00 IST 2018,366,12,5.73,Ras Al Khaimah
810,1942,Fri Jun 22 12:01:00 IST 2018,514,9,2.9,Ras Al Khaimah
1418,2066,Tue Feb 13 07:41:00 IST 2018,315,18,5.18,Ras Al Khaimah
555,1948,Sat Dec 29 07:05:00 IST 2018,694,36,1.73,Ras Al Khaimah
1896,2023,Sat Feb 17 12:57:00 IST 2018,398,15,3.47,Ras Al Khaimah
897,2062,Sun Nov 11 08:02:00 IST 2018,535,3,3.4,Ras Al Khaimah
1471,2020,Wed Aug 29 08:16:00 IST 2018,644,3,1.73,Ras Al Khaimah
808,1879,Fri Feb 15 09:59:00 IST 2019,648,3,6.84,Ras Al Khaimah
479,1903,Fri Feb 01 09:23:00 IST 2019,233,300,0.06,Ras Al Khaimah
592,1866,Fri Apr 13 11:54:00 IST 2018,205,15,1.73,Ras Al Khaimah
509,2013,Fri Dec 14 08:47:00 IST 2018,549,6,2.9,Ras Al Khaimah
1795,1887,Tue Feb 20 10:09:00 IST 2018,585,21,2.3,Ras Al Khaimah
1693,1886,Sun Feb 17 13:04:00 IST 2019,590,30,2.28,Ras Al Khaimah
852,1914,Wed Jul 18 09:43:00 IST 2018,675,36,2.9,Ras Al Khaimah
1477,2000,Tue Feb 27 11:47:00 IST 2018,458,9,6.84,Ras Al Khaimah
1343,1818,Wed Nov 21 08:09:00 IST 2018,228,36,0.54,Ras Al Khaimah
949,1852,Sun Dec 09 06:40:00 IST 2018,700,15,9.15,Ras Al Khaimah
1567,1812,Mon Jul 09 10:01:00 IST 2018,239,72,0.27,Ras Al Khaimah
1582,2008,Sun Dec 16 10:32:00 IST 2018,259,6,9.32,Ras Al Khaimah
524,1938,Sat Sep 01 08:53:00 IST 2018,485,12,0.58,Ras Al Khaimah
1087,1792,Sun Aug 26 13:25:00 IST 2018,694,3,4.55,Ras Al Khaimah
1118,1877,Wed Dec 12 06:37:00 IST 2018,521,6,2.88,Ras Al Khaimah
1372,1851,Wed Nov 14 05:34:00 IST 2018,507,3,5.7,Ras Al Khaimah
1097,1870,Sun Jan 27 11:08:00 IST 2019,367,24,0.9,Ras Al Khaimah
1701,1999,Mon Jun 04 08:13:00 IST 2018,324,36,1.73,Ras Al Khaimah
1611,2044,Sat Aug 18 12:06:00 IST 2018,507,3,21.8,Ras Al Khaimah
559,1988,Mon May 14 10:46:00 IST 2018,516,6,4.08,Ras Al Khaimah
562,1860,Mon Nov 26 11:54:00 IST 2018,618,3,1.15,Ras Al Khaimah
1404,1816,Tue Sep 04 09:51:00 IST 2018,595,6,1.73,Ras Al Khaimah
474,1944,Sun Jun 03 05:23:00 IST 2018,599,3,1.15,Ras Al Khaimah
673,1934,Mon Oct 15 07:58:00 IST 2018,309,3,2.7,Ras Al Khaimah
1193,1909,Sat Feb 16 13:17:00 IST 2019,445,9,2.25,Ras Al Khaimah
311,1803,Wed Jan 02 05:25:00 IST 2019,435,18,6.84,Ras Al Khaimah
580,1821,Fri Feb 01 08:13:00 IST 2019,390,12,1.73,Ras Al Khaimah
1838,1998,Wed Aug 01 04:30:00 IST 2018,231,36,1.73,Ras Al Khaimah
1515,2037,Tue Jan 01 08:43:00 IST 2019,506,3,5.87,Ras Al Khaimah
1074,1782,Sat Dec 22 12:58:00 IST 2018,216,6,3.52,Ras Al Khaimah
1476,1973,Mon Feb 11 10:05:00 IST 2019,453,12,5.18,Ajman
1676,2014,Sat Jul 28 05:58:00 IST 2018,428,75,0.58,Ras Al Khaimah
418,1812,Mon Oct 08 09:42:00 IST 2018,221,3,1.73,Ras Al Khaimah
1538,1901,Tue Jan 22 11:57:00 IST 2019,559,30,1.73,Ras Al Khaimah
589,1800,Fri Feb 18 11:39:00 IST 2018,611,3,0.9,Ras Al Khaimah
1384,1900,Sat Feb 24 06:24:00 IST 2018,517,18,4.08,Ras Al Khaimah
1452,1976,Sun Jun 03 11:52:00 IST 2018,673,3,3.4,Ras Al Khaimah
306,1947,Tue Aug 28 08:29:00 IST 2018,284,6,3.99,Ras Al Khaimah
1741,1910,Wed Dec 26 10:58:00 IST 2018,324,6,0.54,Ras Al Khaimah
446,1808,Wed Jun 20 04:25:00 IST 2018,463,36,2.28,Ras Al Khaimah
576,1990,Sat Jun 30 10:50:00 IST 2018,557,72,4.68,Ras Al Khaimah
653,2025,Sat Oct 06 12:57:00 IST 2018,357,3,6.85,Ras Al Khaimah
736,2050,Sun Sep 16 06:54:00 IST 2018,303,60,10.29,Ras Al Khaimah
1247,2026,Sat Feb 17 05:58:00 IST 2018,245,3,4.64,Ras Al Khaimah
1737,1836,Wed Apr 11 11:45:00 IST 2018,271,36,2.28,Ajman
320,1782,Tue Apr 03 08:23:00 IST 2018,395,24,1.73,Ras Al Khaimah
460,1836,Sun Dec 16 10:41:00 IST 2018,441,12,2.01,Ras Al Khaimah
1264,1963,Mon Jan 21 04:21:00 IST 2019,429,30,2.88,Ras Al Khaimah
1528,2077,Mon Jan 21 12:33:00 IST 2019,327,6,2.9,Ras Al Khaimah
745,1813,Fri Nov 30 11:41:00 IST 2018,346,3,6.84,Ras Al Khaimah
1174,1918,Wed Nov 21 07:15:00 IST 2018,598,36,1.73,Ras Al Khaimah
