ID,Transaction,Time,Item -code,Quantity,CostPerItem,CITY,Total_Cost,Clusters,group
807,2001,Sat Apr 14 09:27:00 IST 2018,232,21,24.84,Dubai,521.64,2,risk
1212,1812,Mon Aug 06 13:12:00 IST 2018,618,6,4.08,Ras Al Khaimah,24.48,3,good
1695,2081,Mon Feb 19 08:46:00 IST 2018,678,6,1.73,Ras Al Khaimah,10.379999999999999,3,good
1870,2013,Fri Jan 11 12:15:00 IST 2019,229,3,6.84,Ras Al Khaimah,20.52,2,risk
781,1864,Mon Dec 31 09:23:00 IST 2018,643,9,17.25,Ras Al Khaimah,155.25,1,higth_risk
1551,1873,Tue Dec 18 09:48:00 IST 2018,453,36,2.28,Ras Al Khaimah,82.08,3,good
1960,2011,Sun Jan 13 08:18:00 IST 2019,667,9,8.22,Umm Al Quwain,73.98,3,good
391,1977,Sun Oct 07 12:25:00 IST 2018,425,3,4.55,Ras Al Khaimah,13.649999999999999,1,higth_risk
1933,2069,Sat Aug 18 11:06:00 IST 2018,600,72,0.76,Ras Al Khaimah,54.72,3,good
1635,2012,Sun Aug 05 11:52:00 IST 2018,293,3,2.25,Ras Al Khaimah,6.75,2,risk
365,2059,Fri Feb 01 10:43:00 IST 2019,529,6,2.88,Ras Al Khaimah,17.28,1,higth_risk
847,2055,Mon Dec 03 11:22:00 IST 2018,423,3,2.25,Ras Al Khaimah,6.75,1,higth_risk
837,1886,Sun Aug 05 07:45:00 IST 2018,284,24,5.18,Ras Al Khaimah,124.32,4,v.good
315,1942,Fri Feb 16 06:54:00 IST 2018,631,3,2.7,Ras Al Khaimah,8.100000000000001,1,higth_risk
1923,1804,Tue Jun 26 08:42:00 IST 2018,365,18,4.08,Ras Al Khaimah,73.44,3,good
881,2047,Tue Feb 20 08:05:00 IST 2018,619,72,10.56,Ajman,760.32,1,higth_risk
273,2034,Sat Jun 23 04:16:00 IST 2018,477,36,0.58,Ras Al Khaimah,20.88,1,higth_risk
804,1838,Sat Feb 16 10:51:00 IST 2019,480,36,2.28,Ras Al Khaimah,82.08,4,v.good
825,1837,Tue May 22 08:16:00 IST 2018,576,300,1.0,Ras Al Khaimah,300.0,1,higth_risk
618,1935,Mon Oct 22 12:56:00 IST 2018,564,3,1.15,Ras Al Khaimah,3.4499999999999997,1,higth_risk
1931,1774,Mon Aug 20 11:22:00 IST 2018,520,3,10.3,Ras Al Khaimah,30.900000000000002,3,good
816,2069,Mon Dec 10 11:21:00 IST 2018,383,30,1.73,Ras Al Khaimah,51.9,2,risk
1200,1985,Tue Sep 18 12:30:00 IST 2018,242,9,1.15,Ras Al Khaimah,10.35,2,risk
331,1824,Sat Aug 04 07:44:00 IST 2018,251,72,1.15,Ras Al Khaimah,82.8,4,v.good
1517,1825,Sun Feb 03 09:25:00 IST 2019,259,3,2.9,Ras Al Khaimah,8.7,4,v.good
1031,2026,Sat Feb 17 09:13:00 IST 2018,409,6,0.9,Ras Al Khaimah,5.4,2,risk
1422,1816,Sat Nov 24 08:51:00 IST 2018,212,36,4.49,Ras Al Khaimah,161.64000000000001,4,v.good
1211,1826,Mon Feb 18 12:56:00 IST 2019,557,9,5.87,Ras Al Khaimah,52.83,3,good
228,1947,Mon Aug 06 11:31:00 IST 2018,521,30,1.18,Ras Al Khaimah,35.4,1,higth_risk
1782,1843,Sun Dec 23 12:29:00 IST 2018,476,3,4.55,Ras Al Khaimah,13.649999999999999,3,good
1285,1892,Fri Feb 18 14:36:00 IST 2018,263,3,2.3,Ras Al Khaimah,6.8999999999999995,4,v.good
277,2069,Tue Jun 05 07:29:00 IST 2018,407,18,2.7,Ras Al Khaimah,48.6,1,higth_risk
1118,1954,Sat Sep 22 12:21:00 IST 2018,271,3,5.7,Ras Al Khaimah,17.1,2,risk
1080,2093,Mon Jul 16 06:15:00 IST 2018,641,36,1.18,Ras Al Khaimah,42.48,1,higth_risk
1917,1785,Mon Sep 24 06:09:00 IST 2018,245,9,6.84,Ras Al Khaimah,61.56,4,v.good
1095,1855,Tue Dec 04 13:15:00 IST 2018,308,30,1.18,Umm Al Quwain,35.4,4,v.good
1444,1820,Sat Jun 16 08:55:00 IST 2018,361,6,5.87,Ras Al Khaimah,35.22,4,v.good
569,1816,Wed Dec 26 13:17:00 IST 2018,446,3,11.45,Ras Al Khaimah,34.349999999999994,4,v.good
941,1853,Sun Nov 25 08:32:00 IST 2018,537,3,5.7,Ras Al Khaimah,17.1,1,higth_risk
542,2020,Wed Nov 07 10:45:00 IST 2018,690,36,0.58,Ras Al Khaimah,20.88,1,higth_risk
209,1906,Mon Apr 02 08:38:00 IST 2018,385,6,0.58,Ras Al Khaimah,3.4799999999999995,4,v.good
368,1910,Tue Feb 20 10:55:00 IST 2018,430,6,5.18,Umm Al Quwain,31.08,1,higth_risk
727,1957,Tue Jan 22 06:45:00 IST 2019,346,36,2.28,Ras Al Khaimah,82.08,4,v.good
1446,1937,Sun Mar 25 04:45:00 IST 2018,325,72,0.58,Ras Al Khaimah,41.76,2,risk
1718,2094,Sat Nov 03 06:59:00 IST 2018,626,24,5.18,Ras Al Khaimah,124.32,3,good
409,1961,Fri Jan 04 09:49:00 IST 2019,272,18,1.18,Ras Al Khaimah,21.24,4,v.good
462,1804,Sun Dec 09 14:41:00 IST 2018,486,3,11.45,Ras Al Khaimah,34.349999999999994,4,v.good
1143,1949,Sat Mar 24 05:43:00 IST 2018,532,9,1.77,Ras Al Khaimah,15.93,3,good
1253,1947,Mon Sep 24 08:06:00 IST 2018,378,3,0.76,Ras Al Khaimah,2.2800000000000002,2,risk
580,1833,Sun Jul 29 09:20:00 IST 2018,271,6,1.73,Ras Al Khaimah,10.379999999999999,4,v.good
1618,2081,Wed Jan 30 11:54:00 IST 2019,496,72,1.73,Ras Al Khaimah,124.56,2,risk
353,2086,Sun Nov 11 08:26:00 IST 2018,292,3,2.25,Ras Al Khaimah,6.75,2,risk
693,2048,Sat Jun 30 09:46:00 IST 2018,577,6,3.52,Ras Al Khaimah,21.12,1,higth_risk
1589,1776,Tue Oct 16 12:07:00 IST 2018,590,3,23.4,Ras Al Khaimah,70.19999999999999,3,good
632,1845,Tue Jan 29 05:51:00 IST 2019,563,24,5.87,Dubai,140.88,1,higth_risk
432,1779,Sat Jun 16 07:28:00 IST 2018,486,3,9.6,Ras Al Khaimah,28.799999999999997,4,v.good
1914,1956,Sat Jun 30 11:31:00 IST 2018,666,3,17.6,Ras Al Khaimah,52.800000000000004,3,good
1943,1771,Tue Jan 29 09:46:00 IST 2019,558,18,5.73,Ajman,103.14000000000001,3,good
1819,1887,Sat Jan 12 08:21:00 IST 2019,385,12,2.7,Ras Al Khaimah,32.400000000000006,3,good
410,1883,Fri Jan 04 10:47:00 IST 2019,515,75,0.58,Ras Al Khaimah,43.5,1,higth_risk
1956,1882,Sun Dec 30 10:49:00 IST 2018,204,36,1.73,Ajman,62.28,2,risk
1607,2053,Mon Aug 13 13:18:00 IST 2018,324,6,3.4,Ras Al Khaimah,20.4,2,risk
413,1838,Wed Jan 23 08:07:00 IST 2019,603,12,2.7,Ras Al Khaimah,32.400000000000006,1,higth_risk
832,1812,Sun Oct 07 09:57:00 IST 2018,648,3,23.4,Ras Al Khaimah,70.19999999999999,1,higth_risk
311,2053,Mon Aug 27 07:30:00 IST 2018,319,288,1.0,Ras Al Khaimah,288.0,2,risk
441,2098,Wed Sep 26 12:27:00 IST 2018,481,84,3.4,Ras Al Khaimah,285.59999999999997,1,higth_risk
929,1929,Mon Oct 01 09:55:00 IST 2018,389,36,0.58,Ras Al Khaimah,20.88,4,v.good
1880,1962,Sun Feb 03 11:43:00 IST 2019,217,3,3.4,Ras Al Khaimah,10.2,2,risk
452,1772,Fri Dec 14 08:05:00 IST 2018,256,9,2.28,Ras Al Khaimah,20.52,4,v.good
1929,2015,Sun Feb 03 06:41:00 IST 2019,699,6,5.7,Ras Al Khaimah,34.2,3,good
816,1780,Mon Oct 15 07:45:00 IST 2018,548,3,10.98,Ras Al Khaimah,32.94,4,v.good
404,1772,Mon Jan 14 11:15:00 IST 2019,464,9,0.0,Ras Al Khaimah,0.0,4,v.good
1748,2013,Mon Dec 24 08:24:00 IST 2018,339,144,2.01,Ras Al Khaimah,289.43999999999994,2,risk
774,1794,Sun Jul 15 08:17:00 IST 2018,523,12,4.55,Ras Al Khaimah,54.599999999999994,4,v.good
303,2081,Mon Jul 23 10:37:00 IST 2018,360,36,2.01,Dubai,72.35999999999999,1,higth_risk
489,1889,Sat May 05 11:20:00 IST 2018,242,36,0.58,Ras Al Khaimah,20.88,4,v.good
1723,1810,Tue Apr 24 08:21:00 IST 2018,375,3,49.62,Ras Al Khaimah,148.85999999999999,3,good
357,2083,Wed Oct 24 12:30:00 IST 2018,561,6,10.3,Ras Al Khaimah,61.800000000000004,1,higth_risk
421,1989,Tue Dec 18 12:08:00 IST 2018,498,3,14.9,Ras Al Khaimah,44.7,1,higth_risk
1907,1961,Mon Oct 01 10:55:00 IST 2018,618,9,11.39,Ras Al Khaimah,102.51,3,good
858,1856,Sun Dec 09 08:52:00 IST 2018,381,3,2.9,Ras Al Khaimah,8.7,4,v.good
1374,1996,Sat Apr 21 07:56:00 IST 2018,674,3,2.7,Ras Al Khaimah,8.100000000000001,3,good
418,1909,Tue Sep 11 08:23:00 IST 2018,261,6,8.22,Ras Al Khaimah,49.32000000000001,4,v.good
765,1939,Sun Jul 15 12:49:00 IST 2018,414,9,5.18,Ras Al Khaimah,46.62,1,higth_risk
1044,2074,Sat Dec 22 06:57:00 IST 2018,432,60,2.28,Ras Al Khaimah,136.79999999999998,2,risk
1477,1929,Tue Sep 18 10:30:00 IST 2018,281,36,1.73,Ras Al Khaimah,62.28,2,risk
1247,1855,Sat Apr 14 08:16:00 IST 2018,223,18,0.76,Ras Al Khaimah,13.68,4,v.good
764,1909,Fri Jul 20 12:10:00 IST 2018,290,72,0.76,Umm Al Quwain,54.72,4,v.good
767,2009,Mon Oct 08 08:45:00 IST 2018,306,3,4.08,Ras Al Khaimah,12.24,2,risk
1263,1967,Sat Nov 24 11:19:00 IST 2018,649,36,2.7,Ras Al Khaimah,97.2,3,good
1292,2035,Mon Dec 10 08:20:00 IST 2018,628,36,1.73,Umm Al Quwain,62.28,3,good
1937,1788,Sat Nov 24 12:12:00 IST 2018,275,72,0.76,Ras Al Khaimah,54.72,4,v.good
1235,1896,Tue May 22 09:28:00 IST 2018,343,18,10.98,Ras Al Khaimah,197.64000000000001,4,v.good
1480,2099,Sat Jun 30 06:21:00 IST 2018,218,3,11.73,Ras Al Khaimah,35.19,2,risk
351,1930,Sat Sep 01 09:27:00 IST 2018,478,36,0.9,Ajman,32.4,1,higth_risk
1874,1953,Mon Dec 31 04:20:00 IST 2018,605,6,11.39,Dubai,68.34,3,good
286,2072,Mon Mar 26 11:01:00 IST 2018,658,3,11.69,Ras Al Khaimah,35.07,1,higth_risk
951,1987,Sat Nov 17 05:38:00 IST 2018,475,36,1.15,Ras Al Khaimah,41.4,1,higth_risk
669,1789,Sat Sep 29 11:49:00 IST 2018,288,15,6.84,Ras Al Khaimah,102.6,4,v.good
704,1930,Sat Sep 01 05:04:00 IST 2018,580,75,0.58,Ajman,43.5,1,higth_risk
930,1826,Mon Jan 28 11:23:00 IST 2019,249,18,14.9,Ras Al Khaimah,268.2,4,v.good
842,1959,Sat Feb 17 08:55:00 IST 2018,524,3,4.08,Ras Al Khaimah,12.24,1,higth_risk
1611,1999,Sun Feb 03 05:42:00 IST 2019,219,12,5.18,Ras Al Khaimah,62.16,2,risk
1601,1934,Sat Jan 12 08:25:00 IST 2019,381,72,0.76,Ajman,54.72,2,risk
1939,2072,Fri Oct 19 08:05:00 IST 2018,505,9,1.73,Ras Al Khaimah,15.57,3,good
851,2021,Wed Jun 13 09:22:00 IST 2018,288,36,1.73,Ras Al Khaimah,62.28,2,risk
1383,1902,Tue Nov 06 05:55:00 IST 2018,471,36,0.58,Umm Al Quwain,20.88,3,good
1659,2069,Sat Sep 15 12:18:00 IST 2018,246,3,1.15,Ras Al Khaimah,3.4499999999999997,2,risk
1300,1774,Tue Feb 05 12:59:00 IST 2019,215,18,0.41,Ras Al Khaimah,7.38,4,v.good
247,2060,Sat Apr 14 05:48:00 IST 2018,383,9,5.7,Ras Al Khaimah,51.300000000000004,1,higth_risk
858,2008,Mon May 14 10:16:00 IST 2018,630,36,1.18,Ras Al Khaimah,42.48,1,higth_risk
895,2032,Sat Dec 22 13:12:00 IST 2018,473,6,14.9,Ras Al Khaimah,89.4,1,higth_risk
586,1896,Tue Oct 16 12:32:00 IST 2018,482,3,11.45,Ras Al Khaimah,34.349999999999994,1,higth_risk
307,2037,Sat Nov 03 09:30:00 IST 2018,208,6,0.41,Ras Al Khaimah,2.46,2,risk
1361,2038,Tue Oct 23 06:14:00 IST 2018,581,3,9.15,Ras Al Khaimah,27.450000000000003,3,good
1162,2067,Tue May 01 08:43:00 IST 2018,263,36,2.56,Ras Al Khaimah,92.16,2,risk
753,2095,Sat Apr 07 05:52:00 IST 2018,431,18,2.06,Ras Al Khaimah,37.08,1,higth_risk
592,1860,Wed Oct 31 07:15:00 IST 2018,563,3,1.73,Ras Al Khaimah,5.1899999999999995,1,higth_risk
204,1933,Sat Oct 20 11:42:00 IST 2018,616,3,5.7,Ras Al Khaimah,17.1,1,higth_risk
267,1773,Sun Jan 27 07:21:00 IST 2019,216,36,1.73,Ras Al Khaimah,62.28,4,v.good
559,1831,Wed May 30 10:20:00 IST 2018,375,36,1.18,Dubai,42.48,4,v.good
1398,2025,Tue Sep 18 12:30:00 IST 2018,526,6,4.55,Ras Al Khaimah,27.299999999999997,3,good
1519,1927,Wed Sep 12 11:22:00 IST 2018,399,3,4.08,Ras Al Khaimah,12.24,3,good
475,2003,Mon Sep 17 12:03:00 IST 2018,433,18,2.28,Ras Al Khaimah,41.04,1,higth_risk
745,1919,Wed Jan 30 09:18:00 IST 2019,697,12,5.18,Ras Al Khaimah,62.16,1,higth_risk
584,1823,Sun Apr 08 11:36:00 IST 2018,658,75,0.58,Ras Al Khaimah,43.5,1,higth_risk
1360,2006,Sat Jan 26 11:37:00 IST 2019,298,18,2.9,Umm Al Quwain,52.199999999999996,2,risk
376,1839,Fri Sep 28 07:50:00 IST 2018,403,9,6.84,Ras Al Khaimah,61.56,4,v.good
1542,1984,Mon Nov 26 11:54:00 IST 2018,667,15,3.4,Ras Al Khaimah,51.0,3,good
948,2066,Mon Apr 23 09:00:00 IST 2018,397,3,6.85,Ras Al Khaimah,20.549999999999997,2,risk
1379,1922,Sat Jul 28 04:16:00 IST 2018,318,36,6.84,Umm Al Quwain,246.24,2,risk
591,2008,Tue Oct 16 12:38:00 IST 2018,318,3,6.85,Ras Al Khaimah,20.549999999999997,2,risk
875,1908,Wed Jan 16 11:08:00 IST 2019,341,6,5.18,Ras Al Khaimah,31.08,4,v.good
1806,1818,Mon May 07 07:10:00 IST 2018,314,3,5.7,Ras Al Khaimah,17.1,4,v.good
995,1915,Wed Feb 14 10:35:00 IST 2018,389,3,23.4,Ras Al Khaimah,70.19999999999999,4,v.good
1753,1873,Sat Feb 09 08:38:00 IST 2019,550,60,2.28,Ras Al Khaimah,136.79999999999998,3,good
754,1837,Fri Jul 20 07:37:00 IST 2018,216,84,0.29,Umm Al Quwain,24.36,4,v.good
829,1987,Sun Dec 02 06:12:00 IST 2018,248,2232,2.05,Ras Al Khaimah,4575.599999999999,2,risk
643,1822,Wed Jun 13 09:22:00 IST 2018,646,36,3.52,Ras Al Khaimah,126.72,1,higth_risk
1536,1782,Tue Feb 13 08:09:00 IST 2018,646,12,17.6,Ras Al Khaimah,211.20000000000002,3,good
317,1865,Sat Nov 03 11:05:00 IST 2018,660,18,4.08,Ras Al Khaimah,73.44,1,higth_risk
1425,1825,Tue Jan 22 06:32:00 IST 2019,363,360,2.56,Ajman,921.6,2,risk
846,2057,Fri Aug 17 11:46:00 IST 2018,370,9,2.28,Ras Al Khaimah,20.52,2,risk
1975,2042,Mon Feb 19 07:31:00 IST 2018,363,30,1.73,Ras Al Khaimah,51.9,2,risk
1864,1991,Tue Feb 05 05:21:00 IST 2019,495,3,16.05,Ras Al Khaimah,48.150000000000006,3,good
1948,1985,Mon Sep 24 11:04:00 IST 2018,586,18,2.28,Ras Al Khaimah,41.04,3,good
436,2061,Wed Apr 04 13:09:00 IST 2018,600,9,2.25,Ras Al Khaimah,20.25,1,higth_risk
1153,2057,Sat Jun 30 09:49:00 IST 2018,514,3,3.4,Ras Al Khaimah,10.2,1,higth_risk
1395,1862,Fri Jan 11 08:14:00 IST 2019,521,9,1.73,Ras Al Khaimah,15.57,3,good
288,1857,Wed Nov 14 05:38:00 IST 2018,421,3,28.7,Ras Al Khaimah,86.1,4,v.good
1531,2097,Tue Feb 19 05:20:00 IST 2019,447,3,3.4,Ras Al Khaimah,10.2,2,risk
829,2015,Fri Oct 05 07:45:00 IST 2018,551,12,0.41,Ras Al Khaimah,4.92,1,higth_risk
946,1781,Tue Jun 12 08:08:00 IST 2018,278,6,2.06,Ras Al Khaimah,12.36,4,v.good
611,1902,Sat Jun 30 09:52:00 IST 2018,208,3,21.8,Ras Al Khaimah,65.4,4,v.good
1521,1846,Wed Oct 03 09:59:00 IST 2018,245,60,2.28,Dubai,136.79999999999998,4,v.good
570,1771,Sun Oct 07 10:27:00 IST 2018,254,6,1.73,Ras Al Khaimah,10.379999999999999,4,v.good
1310,1816,Mon Feb 04 07:51:00 IST 2019,575,30,1.1,Ras Al Khaimah,33.0,3,good
777,1879,Sat Dec 22 05:56:00 IST 2018,331,36,4.08,Ras Al Khaimah,146.88,4,v.good
1776,2087,Fri May 18 08:46:00 IST 2018,372,6,2.88,Ras Al Khaimah,17.28,2,risk
1430,1907,Tue Oct 16 14:06:00 IST 2018,494,1080,2.01,Ras Al Khaimah,2170.7999999999997,2,risk
646,1996,Tue Aug 28 11:08:00 IST 2018,666,72,0.41,Ras Al Khaimah,29.52,1,higth_risk
1860,1946,Mon Feb 04 07:47:00 IST 2019,359,3,2.88,Ras Al Khaimah,8.64,2,risk
1353,1974,Wed May 16 05:05:00 IST 2018,542,216,2.34,Ras Al Khaimah,505.43999999999994,2,risk
472,1918,Wed Jun 20 05:54:00 IST 2018,686,24,1.18,Dubai,28.32,1,higth_risk
1369,2065,Sun Feb 03 11:43:00 IST 2019,417,3,2.25,Ras Al Khaimah,6.75,2,risk
641,1972,Fri May 18 07:50:00 IST 2018,680,3,23.4,Ras Al Khaimah,70.19999999999999,1,higth_risk
1114,2026,Fri Feb 23 07:44:00 IST 2018,459,180,2.28,Ajman,410.4,2,risk
1696,1982,Sat Oct 27 09:46:00 IST 2018,617,12,5.18,Ras Al Khaimah,62.16,3,good
1486,1984,Mon Feb 11 04:17:00 IST 2019,636,36,2.28,Ras Al Khaimah,82.08,3,good
1451,1900,Wed Dec 05 11:21:00 IST 2018,275,72,0.76,Ras Al Khaimah,54.72,2,risk
929,1959,Mon Sep 03 07:35:00 IST 2018,269,75,0.58,Ras Al Khaimah,43.5,2,risk
1697,1902,Tue Apr 03 08:16:00 IST 2018,253,3,2.7,Ras Al Khaimah,8.100000000000001,2,risk
274,1773,Sat Dec 01 07:49:00 IST 2018,342,6,1.18,Ras Al Khaimah,7.08,4,v.good
1261,1894,Sun Oct 28 07:50:00 IST 2018,370,72,2.9,Ras Al Khaimah,208.79999999999998,2,risk
727,1953,Mon Jul 23 10:25:00 IST 2018,418,3,10.98,Ras Al Khaimah,32.94,1,higth_risk
427,1954,Wed Feb 28 07:23:00 IST 2018,404,30,2.7,Umm Al Quwain,81.0,1,higth_risk
1986,1833,Fri Apr 27 08:17:00 IST 2018,309,36,1.73,Ras Al Khaimah,62.28,4,v.good
878,1827,Tue Sep 04 11:30:00 IST 2018,629,3,5.7,Ras Al Khaimah,17.1,1,higth_risk
1196,1950,Wed Apr 18 06:31:00 IST 2018,520,3,1.18,Ajman,3.54,3,good
444,2094,Sat May 19 13:14:00 IST 2018,427,3,3.4,Ras Al Khaimah,10.2,1,higth_risk
1490,2005,Mon Apr 02 11:08:00 IST 2018,412,3,11.45,Ras Al Khaimah,34.349999999999994,2,risk
709,1846,Wed Feb 14 08:11:00 IST 2018,354,6,5.87,Ras Al Khaimah,35.22,4,v.good
1923,1862,Fri Oct 12 11:00:00 IST 2018,624,3,0.58,Ras Al Khaimah,1.7399999999999998,3,good
1684,1832,Sat Jan 05 13:03:00 IST 2019,349,3,5.7,Ras Al Khaimah,17.1,4,v.good
1046,2069,Mon Jan 21 12:14:00 IST 2019,238,3,2.25,Ras Al Khaimah,6.75,2,risk
1583,1789,Wed Oct 03 05:20:00 IST 2018,319,3,3.4,Ras Al Khaimah,10.2,4,v.good
905,2073,Sun Jun 24 12:28:00 IST 2018,679,3,2.28,Ras Al Khaimah,6.84,1,higth_risk
710,1785,Wed Jan 16 11:18:00 IST 2019,590,36,0.54,Umm Al Quwain,19.44,1,higth_risk
253,1775,Tue Dec 18 14:47:00 IST 2018,603,6,3.99,Ras Al Khaimah,23.94,1,higth_risk
1251,1896,Tue Dec 04 15:54:00 IST 2018,457,9,2.9,Ras Al Khaimah,26.099999999999998,3,good
939,2008,Fri Aug 03 07:06:00 IST 2018,381,48,1.15,Ras Al Khaimah,55.199999999999996,2,risk
304,1968,Wed Jan 09 10:51:00 IST 2019,292,3,5.18,Ajman,15.54,4,v.good
605,2004,Wed Aug 01 06:32:00 IST 2018,518,3,4.08,Ras Al Khaimah,12.24,1,higth_risk
521,1836,Tue Jan 22 08:37:00 IST 2019,377,3,0.58,Ras Al Khaimah,1.7399999999999998,4,v.good
857,2023,Sun Sep 02 05:18:00 IST 2018,511,3,5.18,Ras Al Khaimah,15.54,1,higth_risk
1494,1795,Sun Apr 15 08:25:00 IST 2018,296,6,1.32,Ras Al Khaimah,7.92,4,v.good
907,2068,Fri Feb 15 11:19:00 IST 2019,367,6,0.54,Ras Al Khaimah,3.24,2,risk
882,2034,Sat Jun 30 07:13:00 IST 2018,633,9,4.08,Ras Al Khaimah,36.72,1,higth_risk
474,2031,Fri Nov 23 10:58:00 IST 2018,235,36,2.9,Ras Al Khaimah,104.39999999999999,2,risk
929,1855,Sat May 12 06:15:00 IST 2018,509,3,2.25,Ras Al Khaimah,6.75,4,v.good
1620,2078,Sat Nov 24 11:40:00 IST 2018,470,9,1.73,Ras Al Khaimah,15.57,2,risk
713,1777,Tue Feb 05 06:42:00 IST 2019,386,36,2.28,Ras Al Khaimah,82.08,4,v.good
1917,1981,Sat Feb 02 06:02:00 IST 2019,313,36,1.73,Umm Al Quwain,62.28,2,risk
767,2005,Mon Mar 26 09:16:00 IST 2018,536,3,4.08,Ras Al Khaimah,12.24,1,higth_risk
1220,1803,Sat Apr 28 08:32:00 IST 2018,258,3,2.25,Ras Al Khaimah,6.75,4,v.good
1109,1833,Fri Nov 30 11:41:00 IST 2018,270,12,1.15,Ras Al Khaimah,13.799999999999999,4,v.good
1906,1804,Sun Dec 16 10:33:00 IST 2018,620,3,2.28,Ras Al Khaimah,6.84,3,good
285,2023,Mon Feb 12 07:21:00 IST 2018,292,3,5.87,Ras Al Khaimah,17.61,1,higth_risk
1274,1961,Sat Jan 12 10:09:00 IST 2019,295,3,10.3,Ras Al Khaimah,30.900000000000002,2,risk
810,1833,Sun Jun 24 07:58:00 IST 2018,262,9,2.28,Ras Al Khaimah,20.52,4,v.good
914,1820,Sun Jun 10 09:42:00 IST 2018,318,6,6.85,Ras Al Khaimah,41.099999999999994,4,v.good
1028,1772,Tue Aug 28 09:50:00 IST 2018,578,72,1.73,Ras Al Khaimah,124.56,3,good
2000,1826,Sun Nov 25 12:27:00 IST 2018,401,6,3.52,Ras Al Khaimah,21.12,3,good
378,1861,Sun Nov 25 06:25:00 IST 2018,565,36,2.28,Ras Al Khaimah,82.08,1,higth_risk
1730,2046,Sun Dec 16 10:42:00 IST 2018,514,3,1.18,Ras Al Khaimah,3.54,3,good
1721,2056,Tue Jun 12 10:33:00 IST 2018,439,12,5.7,Ras Al Khaimah,68.4,2,risk
1938,1845,Mon Feb 11 10:52:00 IST 2019,549,24,2.88,Ras Al Khaimah,69.12,3,good
221,1974,Fri Feb 16 07:40:00 IST 2018,235,3,1.73,Ras Al Khaimah,5.1899999999999995,4,v.good
851,1791,Sun Feb 03 11:41:00 IST 2019,413,6,17.2,Ras Al Khaimah,103.19999999999999,4,v.good
639,1857,Wed Nov 28 09:53:00 IST 2018,340,6,2.88,Ras Al Khaimah,17.28,4,v.good
400,1878,Sun May 06 07:58:00 IST 2018,301,72,2.01,Ras Al Khaimah,144.71999999999997,4,v.good
257,1818,Mon Jul 16 11:37:00 IST 2018,453,144,0.54,Ras Al Khaimah,77.76,4,v.good
1617,2095,Sat Jun 23 06:59:00 IST 2018,238,576,1.47,Ras Al Khaimah,846.72,2,risk
1359,1973,Tue Jul 31 12:32:00 IST 2018,526,3,1.1,Ras Al Khaimah,3.3000000000000003,3,good
926,1981,Mon Oct 01 12:12:00 IST 2018,376,6,1.73,Ras Al Khaimah,10.379999999999999,2,risk
1619,2001,Sat Dec 29 11:27:00 IST 2018,693,9,0.87,Ras Al Khaimah,7.83,3,good
1935,2042,Wed Feb 13 09:35:00 IST 2019,651,21,1.18,Ras Al Khaimah,24.779999999999998,3,good
836,1801,Wed Jan 23 09:06:00 IST 2019,255,3,0.58,Ras Al Khaimah,1.7399999999999998,4,v.good
1614,2051,Tue Jun 19 07:59:00 IST 2018,632,12,2.06,Ras Al Khaimah,24.72,3,good
247,2080,Wed Feb 21 10:53:00 IST 2018,390,36,1.18,Ras Al Khaimah,42.48,1,higth_risk
938,2038,Mon Apr 02 08:38:00 IST 2018,436,6,7.53,Ras Al Khaimah,45.18,1,higth_risk
829,1898,Tue May 08 14:07:00 IST 2018,605,3,3.4,Ras Al Khaimah,10.2,1,higth_risk
1697,1803,Sun Jun 17 11:00:00 IST 2018,373,18,1.73,Ras Al Khaimah,31.14,4,v.good
1666,1940,Sun Sep 16 13:09:00 IST 2018,611,99,0.58,Ras Al Khaimah,57.419999999999995,3,good
1672,1855,Mon Jun 18 11:47:00 IST 2018,694,30,2.28,Ras Al Khaimah,68.39999999999999,3,good
1727,1875,Fri Sep 14 06:47:00 IST 2018,446,60,2.28,Ras Al Khaimah,136.79999999999998,3,good
1239,1919,Sat Jan 12 09:35:00 IST 2019,513,9,5.73,Ras Al Khaimah,51.57000000000001,3,good
1507,1972,Wed Oct 17 12:34:00 IST 2018,303,3,1.73,Ras Al Khaimah,5.1899999999999995,2,risk
778,1814,Mon Jan 07 09:01:00 IST 2019,675,6,0.76,Ras Al Khaimah,4.5600000000000005,1,higth_risk
1126,1921,Mon Sep 03 08:24:00 IST 2018,418,3,2.28,Ras Al Khaimah,6.84,4,v.good
1848,1881,Mon Feb 12 07:33:00 IST 2018,486,12,9.6,Ras Al Khaimah,115.19999999999999,3,good
450,2078,Fri Jun 08 10:28:00 IST 2018,557,9,1.73,Ras Al Khaimah,15.57,1,higth_risk
1656,1860,Mon Dec 03 11:24:00 IST 2018,579,3,10.3,Ras Al Khaimah,30.900000000000002,3,good
989,1872,Sun Jun 24 10:43:00 IST 2018,626,576,0.41,Ras Al Khaimah,236.16,1,higth_risk
710,2028,Fri Feb 18 11:33:00 IST 2018,605,3,15.21,Ras Al Khaimah,45.63,1,higth_risk
1365,1964,Sat Jan 19 11:07:00 IST 2019,252,9,1.15,Ras Al Khaimah,10.35,2,risk
958,1993,Tue Jan 15 05:20:00 IST 2019,214,30,2.88,Ras Al Khaimah,86.39999999999999,2,risk
435,1938,Sat Apr 07 06:56:00 IST 2018,364,108,1.47,Ras Al Khaimah,158.76,4,v.good
